id,order,suborder,family,subfamily,genus,species,group,in.code,plant,pl.code,date,foundation,microh,plot,repl,in.length,in.mass,in.guild,fl.fam
286,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150706,s,a,2,1,na,na,pollinator,Brassicaceae
287,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150706,s,a,3,1,na,na,pollinator,Brassicaceae
288,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,antvul,20150706,s,o,12,1,na,na,pollinator,Fabaceae
289,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150706,s,a,9,1,na,na,pollinator,Brassicaceae
290,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150706,s,w,9,1,na,na,pollinator,Brassicaceae
291,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Jasione amethystina,jasame,20150706,h,w,7,1,na,na,pollinator,Campanulaceae
292,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150706,h,w,7,1,na,na,pollinator,Caryophyllaceae
293,Diptera,Brachycera,Bombyliidae,spB,spB,spB,fly,bomspb,Jasione amethystina,jasame,20150706,h,w,13,1,na,na,pollinator,Campanulaceae
294,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150706,h,a,12,1,na,na,pollinator,Caryophyllaceae
295,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Hormathophylla spinosa,horspi,20150706,s,a,6,1,na,na,pollinator,Brassicaceae
296,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150706,s,w,6,1,na,na,pollinator,Brassicaceae
297,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150706,s,a,12,1,na,na,pollinator,Brassicaceae
298,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,antvul,20150706,s,o,12,1,na,na,pollinator,Fabaceae
299,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,fly,eriten,Arenaria tetraquetra subsp amabilis,aretet,20150706,h,w,14,1,na,na,pollinator,Caryophyllaceae
300,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150706,h,w,14,1,na,na,pollinator,Caryophyllaceae
301,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150707,s,a,14,1,na,na,pollinator,Brassicaceae
302,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,bumblebee,bomves,Hormathophylla spinosa,horspi,20150707,s,w,14,1,na,na,pollinator,Brassicaceae
303,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150707,s,w,13,1,na,na,pollinator,Brassicaceae
304,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,antvul,20150707,h,o,2,1,na,na,pollinator,Fabaceae
305,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,cupromicans,bee,lascup,Jasione amethystina,jasame,20150707,s,o,4,1,na,na,pollinator,Campanulaceae
306,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Hormathophylla spinosa,horspi,20150707,s,w,4,1,na,na,pollinator,Brassicaceae
307,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Lotus corniculatus subsp glacialis,lotcor,20150707,s,o,8,1,na,na,pollinator,Fabaceae
308,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150708,h,a,12,2,na,na,pollinator,Caryophyllaceae
309,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150708,s,a,11,2,na,na,pollinator,Brassicaceae
310,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150708,h,w,14,2,na,na,pollinator,Caryophyllaceae
311,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150708,h,a,14,2,na,na,pollinator,Caryophyllaceae
312,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,aretet,20150708,h,w,7,2,na,na,pollinator,Caryophyllaceae
313,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,aretet,20150708,h,a,7,2,na,na,pollinator,Caryophyllaceae
314,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,cupromicans,bee,lascup,Jasione amethystina,jasame,20150708,h,w,7,2,na,na,pollinator,Campanulaceae
315,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Arenaria tetraquetra subsp amabilis,aretet,20150708,h,a,9,2,na,na,pollinator,Caryophyllaceae
316,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Sideritis glacialis,sidgla,20150708,h,w,9,2,na,na,pollinator,Lamiaceae
317,Lepidoptera,Rhopalocera,Lycaenidae,Polyommatinae,Lampides,boeticus,butterfly,lamboe,Anthyllis vulneraria subsp pseudoarundana,antvul,20150708,h,w,1,2,na,na,pollinator,Fabaceae
318,Coleoptera,Polyphaga,Chrysomelidae,Galerucinae,Galeruca,sp,other,galesp,Hormathophylla spinosa,horspi,20150708,s,w,10,2,na,na,pollinator,Brassicaceae
319,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150708,s,a,10,2,na,na,pollinator,Brassicaceae
320,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150708,h,w,1,2,na,na,pollinator,Caryophyllaceae
321,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Hormathophylla spinosa,horspi,20150708,s,a,2,2,na,na,pollinator,Brassicaceae
322,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150708,s,w,2,2,na,na,pollinator,Brassicaceae
323,Coleoptera,Polyphaga,Chrysomelidae,Galerucinae,Galeruca,sp,other,galesp,Hormathophylla spinosa,horspi,20150708,s,a,1,2,na,na,pollinator,Brassicaceae
324,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,antvul,20150708,s,o,1,2,na,na,pollinator,Fabaceae
325,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Hormathophylla spinosa,horspi,20150708,s,w,13,2,na,na,pollinator,Brassicaceae
326,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150708,s,a,13,2,na,na,pollinator,Brassicaceae
327,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,aretet,20150709,h,a,5,2,na,na,pollinator,Caryophyllaceae
328,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150709,h,w,5,2,na,na,pollinator,Caryophyllaceae
329,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150709,s,a,4,2,na,na,pollinator,Brassicaceae
330,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,bumblebee,bomves,Jasione amethystina,jasame,20150709,h,w,6,2,na,na,pollinator,Campanulaceae
331,Hymenoptera,Aculeata,Colletidae,Colletinae,Colletes,schmidi,bee,colsch,Jasione amethystina,jasame,20150709,h,w,6,2,na,na,pollinator,Campanulaceae
332,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150709,h,w,6,2,na,na,pollinator,Caryophyllaceae
333,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150709,s,w,9,2,na,na,pollinator,Brassicaceae
334,Lepidoptera,Rhopalocera,Lycaenidae,Polyommatinae,Lampides,boeticus,butterfly,lamboe,Sideritis glacialis,sidgla,20150717,s,w,7,7,na,na,pollinator,Lamiaceae
335,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150709,s,a,9,2,na,na,pollinator,Brassicaceae
336,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150709,s,w,9,2,na,na,pollinator,Brassicaceae
337,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150709,s,w,14,2,na,na,pollinator,Brassicaceae
338,Hymenoptera,Aculeata,Andrenidae,Andreninae,Andrena,ovatula,bee,andova,Hormathophylla spinosa,horspi,20150709,s,a,14,2,na,na,pollinator,Brassicaceae
339,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Lotus corniculatus subsp glacialis,lotcor,20150709,s,o,14,2,na,na,pollinator,Fabaceae
340,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150709,h,w,11,2,na,na,pollinator,Caryophyllaceae
341,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Jasione amethystina,jasame,20150709,h,w,11,2,na,na,pollinator,Campanulaceae
342,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150709,h,a,3,2,na,na,pollinator,Caryophyllaceae
343,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,bee,bomves,Arenaria tetraquetra subsp amabilis,aretet,20150709,h,w,3,2,na,na,pollinator,Caryophyllaceae
344,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,cupromicans,bee,lascup,Anthyllis vulneraria subsp pseudoarundana,antvul,20150709,h,o,3,2,na,na,pollinator,Fabaceae
345,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,cupromicans,bee,lascup,Lotus corniculatus subsp glacialis,lotcor,20150709,s,o,8,2,na,na,pollinator,Fabaceae
346,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,antvul,20150709,s,o,12,2,na,na,pollinator,Fabaceae
347,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,horspi,20150709,s,w,12,2,na,na,pollinator,Brassicaceae
348,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150709,s,a,7,2,na,na,pollinator,Brassicaceae
349,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150710,s,a,10,3,na,na,pollinator,Brassicaceae
350,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,horspi,20150710,s,w,2,3,na,na,pollinator,Brassicaceae
351,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150710,s,a,1,3,na,na,pollinator,Brassicaceae
352,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,antvul,20150710,s,o,1,3,na,na,pollinator,Fabaceae
353,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150710,s,w,14,3,na,na,pollinator,Brassicaceae
354,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Anthyllis vulneraria subsp pseudoarundana,antvul,20150710,h,o,2,3,na,na,pollinator,Fabaceae
355,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Hoplitis,mitis granadae,bee,hopmit,Jasione amethystina,jasame,20150710,h,w,11,3,na,na,pollinator,Campanulaceae
356,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150710,h,a,3,3,na,na,pollinator,Caryophyllaceae
357,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Sideritis glacialis,sidgla,20150710,h,w,9,3,na,na,pollinator,Lamiaceae
358,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,horspi,20150710,s,a,5,3,na,na,pollinator,Brassicaceae
359,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150710,h,w,9,3,na,na,pollinator,Caryophyllaceae
360,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,antvul,20150710,h,w,12,3,na,na,pollinator,Fabaceae
361,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150711,s,w,12,3,na,na,pollinator,Brassicaceae
362,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150711,h,w,13,3,na,na,pollinator,Caryophyllaceae
363,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,bumblebee,bomves,Arenaria tetraquetra subsp amabilis,aretet,20150711,h,w,13,3,na,na,pollinator,Caryophyllaceae
364,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150710,h,w,3,3,na,na,pollinator,Caryophyllaceae
365,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,horspi,20150711,s,w,11,3,na,na,pollinator,Brassicaceae
366,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Hoplitis,mitis granadae,bee,hopmit,Jasione amethystina,jasame,20150711,h,w,8,3,na,na,pollinator,Campanulaceae
367,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150711,h,w,8,3,na,na,pollinator,Caryophyllaceae
368,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,antvul,20150711,s,w,6,3,na,na,pollinator,Fabaceae
369,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150711,s,a,13,3,na,na,pollinator,Brassicaceae
370,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150711,s,a,13,3,na,na,pollinator,Brassicaceae
371,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150711,s,w,13,3,na,na,pollinator,Brassicaceae
372,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150711,h,w,1,3,na,na,pollinator,Caryophyllaceae
373,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Jasione amethystina,jasame,20150711,h,w,1,3,na,na,pollinator,Campanulaceae
374,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150714,s,a,2,4,na,na,pollinator,Brassicaceae
375,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150714,s,w,5,4,na,na,pollinator,Brassicaceae
376,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150714,s,a,5,4,na,na,pollinator,Brassicaceae
377,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150714,s,a,11,4,na,na,pollinator,Brassicaceae
378,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,aretet,20150714,h,a,14,4,na,na,pollinator,Caryophyllaceae
379,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150714,h,w,14,4,na,na,pollinator,Caryophyllaceae
380,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150714,h,a,2,4,na,na,pollinator,Caryophyllaceae
381,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150714,h,w,12,4,na,na,pollinator,Caryophyllaceae
382,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,antvul,20150715,s,o,9,4,na,na,pollinator,Fabaceae
383,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150715,s,w,8,4,na,na,pollinator,Brassicaceae
384,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Hormathophylla spinosa,horspi,20150715,s,a,9,4,na,na,pollinator,Brassicaceae
385,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150715,h,w,11,4,na,na,pollinator,Caryophyllaceae
386,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150715,h,a,1,4,na,na,pollinator,Caryophyllaceae
387,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150715,h,w,1,4,na,na,pollinator,Caryophyllaceae
388,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Anthyllis vulneraria subsp pseudoarundana,antvul,20150711,h,w,1,3,na,na,pollinator,Fabaceae
389,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Hormathophylla spinosa,horspi,20150715,s,w,14,4,na,na,pollinator,Brassicaceae
390,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Lotus corniculatus subsp glacialis,lotcor,20150715,s,w,14,4,na,na,pollinator,Fabaceae
391,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150715,s,a,14,4,na,na,pollinator,Brassicaceae
392,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,aretet,20150715,h,a,6,4,na,na,pollinator,Caryophyllaceae
393,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150716,h,w,9,5,na,na,pollinator,Lamiaceae
394,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150716,h,w,9,5,na,na,pollinator,Lamiaceae
395,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150716,h,o,8,5,na,na,pollinator,Lamiaceae
396,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150716,h,o,8,5,na,na,pollinator,Lamiaceae
397,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,antvul,20150716,h,o,8,5,na,na,pollinator,Fabaceae
398,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,horspi,20150716,s,a,3,5,na,na,pollinator,Brassicaceae
399,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,bee,xylval,Lotus corniculatus subsp glacialis,lotcor,20150716,h,w,12,5,na,na,pollinator,Fabaceae
400,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,aretet,20150716,h,w,3,5,na,na,pollinator,Caryophyllaceae
401,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150716,h,w,9,5,na,na,pollinator,Lamiaceae
402,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,antvul,20150716,h,w,14,5,na,na,pollinator,Fabaceae
403,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150716,s,o,6,5,na,na,pollinator,Lamiaceae
404,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Hormathophylla spinosa,horspi,20150716,s,w,2,5,na,na,pollinator,Brassicaceae
405,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Jasione amethystina,jasame,20150716,s,w,2,5,na,na,pollinator,Campanulaceae
406,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150717,s,o,7,5,na,na,pollinator,Lamiaceae
406,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150717,s,o,7,5,na,na,pollinator,Lamiaceae
407,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Hormathophylla spinosa,horspi,20150717,s,w,14,5,na,na,pollinator,Brassicaceae
408,Hymenoptera,Aculeata,Megachilidae,Megachilinae,Megachile,parietina,bee,megpar,Anthyllis vulneraria subsp pseudoarundana,antvul,20150717,h,o,1,5,na,na,pollinator,Fabaceae
409,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Jasione amethystina,jasame,20150717,h,w,4,5,na,na,pollinator,Campanulaceae
410,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150717,h,w,4,5,na,na,pollinator,Caryophyllaceae
411,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Leucanthemopsis pectinata,leupec,20150717,s,o,13,5,na,na,pollinator,Asteraceae
412,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,antvul,20150717,s,w,1,5,na,na,pollinator,Fabaceae
413,Hymenoptera,Aculeata,Megachilidae,Megachilinae,sp,sp,bee,mgchsp,Sideritis glacialis,sidgla,20150717,h,o,5,5,na,na,pollinator,Lamiaceae
414,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150717,h,o,5,5,na,na,pollinator,Lamiaceae
415,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150717,h,o,5,5,na,na,pollinator,Lamiaceae
416,Hymenoptera,Aculeata,Halictidae,Halictinae,Lasioglossum,cupromicans,bee,lascup,Jasione amethystina,jasame,20150717,h,o,4,5,na,na,pollinator,Campanulaceae
417,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,horspi,20150716,s,w,6,5,na,na,pollinator,Brassicaceae
418,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150718,s,o,6,6,na,na,pollinator,Lamiaceae
419,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,antvul,20150718,h,o,8,6,na,na,pollinator,Fabaceae
420,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Hormathophylla spinosa,horspi,20150718,s,a,13,6,na,na,pollinator,Brassicaceae
421,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,bee,xylval,Sideritis glacialis,sidgla,20150718,h,w,9,6,na,na,pollinator,Lamiaceae
422,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150718,h,w,9,6,na,na,pollinator,Lamiaceae
423,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Sideritis glacialis,sidgla,20150718,h,o,9,6,na,na,pollinator,Lamiaceae
424,Lepidoptera,Glossata,Sphingidae,Macroglossinae,Macroglossum,stellatarum,bee,macste,Chaenorhinum glareosum,chagla,20150718,s,w,3,6,na,na,pollinator,Scrophulariaceae
425,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150718,h,a,9,6,na,na,pollinator,Caryophyllaceae
426,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150718,h,w,4,6,na,na,pollinator,Brassicaceae
427,Hymenoptera,Aculeata,Apidae,Apinae,Bombus,vestalis,bee,bomves,Arenaria tetraquetra subsp amabilis,aretet,20150719,h,a,2,6,na,na,pollinator,Caryophyllaceae
428,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,antvul,20150719,h,w,2,6,na,na,pollinator,Fabaceae
429,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Arenaria tetraquetra subsp amabilis,aretet,20150719,h,w,6,6,na,na,pollinator,Caryophyllaceae
430,Diptera,Brachycera,Syrphidae,Eristalinae,Eristalis,tenax,hoverfly,eriten,Leucanthemopsis pectinata,leupec,20150719,h,w,6,6,na,na,pollinator,Asteraceae
431,Diptera,Brachycera,Syrphidae,Syrphinae,Scaeva,albomaculata,hoverfly,scaalb,Leucanthemopsis pectinata,leupec,20150719,h,w,6,6,na,na,pollinator,Asteraceae
432,Hymenoptera,Aculeata,Apidae,Apinae,Apis,mellifera,bee,apimel,Arenaria tetraquetra subsp amabilis,aretet,20150719,h,a,14,6,na,na,pollinator,Caryophyllaceae
433,Hymenoptera,Aculeata,Anthophoridae,Xylocopinae,Xylocopa,valga,bee,xylval,Anthyllis vulneraria subsp pseudoarundana,antvul,20150719,h,w,14,6,na,na,pollinator,Fabaceae
